07/20/2026,SHOPPERS DRUG MART #27,7.79,,3261.31
07/20/2026,TST-Cazba - Davie,18.86,,3253.52
07/19/2026,DOMINOS 10082,22.39,,3234.66
07/19/2026,APPLE.COM/BILL,33.57,,3212.27
07/18/2026,SQ *LITTLE BRAZIL FOODS,116.73,,3178.70
07/18/2026,REAL CDN SUPERSTORE #1,26.73,,3061.97
07/17/2026,SQ *LITTLE BRAZIL FOODS,57.54,,3035.24
07/15/2026,PAYBYPHONE BURNABY,4.00,,2977.70
07/15/2026,PAYBYPHONE BURNABY,4.00,,2973.70
07/15/2026,POKE BAR (DAVIE ST),24.20,,2969.70
07/15/2026,HCM*INTEGRA EYECARE CENTR,101.88,,2945.50
07/15/2026,RETURNED CHEQUE FEE,10.00,,2843.62
07/14/2026,REAL CDN SUPERSTORE #1,49.03,,2833.62
07/14/2026,INDIGO 762,11.20,,2784.59
07/14/2026,TOMMY GUNS (STATION SQUAR,45.85,,2773.39
07/14/2026,Amazon.ca Prime Member,11.19,,2727.54
07/13/2026,REAL CDN SUPERSTORE #1,17.19,,2716.35
07/13/2026,PAYMENT ADJUSTMENT,2430.59,,2699.16
07/13/2026,PAYMENT - THANK YOU,,2430.59,268.57
07/13/2026,PREAUTHORIZED PAYMENT,,2430.59,2699.16
07/12/2026,SQ *LITTLE BRAZIL FOODS,168.28,,5129.75
07/11/2026,SAFEWAY #4998,4.46,,4961.47
07/11/2026,SAFEWAY #4998,6.25,,4957.01
07/11/2026,Amazon.ca*VK49L8YU3,33.05,,4950.76
07/11/2026,CHV43104 IMPERIAL CHEV,40.43,,4917.71
07/11/2026,CITY OF VAN PAYBYPHONE,1.00,,4877.28
07/10/2026,COMPASS VENDING BURNAB,5.00,,4876.28
07/10/2026,TST-Craffles,50.10,,4871.28
07/10/2026,TST-Craffles,,6.60,4821.18
07/10/2026,APPLE.COM/BILL,3.14,,4827.78
07/08/2026,SEPHORA METROPOLIS,39.20,,4824.64
07/07/2026,REAL CDN SUPERSTORE #1,35.27,,4785.44
07/07/2026,TST-Cazba - Davie,22.58,,4750.17
07/07/2026,T&T SUPERMARKET #001,18.45,,4727.59
07/07/2026,(15) MAT&MAX,69.27,,4709.14
07/06/2026,EDDIE - AXSO INC.,20.00,,4639.87
07/06/2026,TST-bb.q Chicken Canad,25.69,,4619.87
07/05/2026,PNE FOOD & BEVERAGE,33.91,,4594.18
07/05/2026,PNE FOOD & BEVERAGE,18.77,,4560.27
07/05/2026,PNE FOOD & BEVERAGE,6.16,,4541.50
07/04/2026,SQ *LITTLE BRAZIL FOODS,13.60,,4535.34
07/04/2026,RWCO 2218,,170.18,4521.74
07/04/2026,APPLE.COM/BILL,,6.31,4691.92
07/03/2026,LIQUIDS AND SOLIDS,15.58,,4698.23
07/03/2026,LIQUIDS AND SOLIDS,18.29,,4682.65
07/03/2026,REAL CDN SUPERSTORE #1,11.16,,4664.36
07/03/2026,REAL CDN SUPERSTORE #1,28.53,,4653.20
07/03/2026,SQ *LITTLE BRAZIL FOODS,40.79,,4624.67
07/02/2026,SHOPPERS DRUG MART #27,7.99,,4583.88
07/02/2026,SOPHIE'S NAILS & WAXIN,55.55,,4575.89
07/02/2026,COMPASS VENDING BURNAB,156.70,,4520.34
07/02/2026,PAYMENT - THANK YOU,,550.00,4363.64
06/30/2026,PAINPRO METROTOWN THERAPE,10.00,,4913.64
06/29/2026,REAL CDN SUPERSTORE #1,139.90,,4903.64
06/29/2026,FETCH* FETCHINC.COM,115.05,,4763.74
06/29/2026,PAYMENT - THANK YOU,,300.00,4648.69
06/28/2026,BC LIQUOR #233 ROBSON,38.67,,4948.69
06/28/2026,BASKIN ROBBINS #363924,16.34,,4910.02
06/26/2026,AMZN Mktp CA*0D0J97CQ3,40.30,,4893.68
06/26/2026,MCDONALD'S #40233,9.96,,4853.38
06/26/2026,TST-Cazba - Metrotown,20.80,,4843.42
06/25/2026,BASKIN ROBBINS #363924,8.17,,4822.62
06/25/2026,BREKA BAKERY & CAFE,15.88,,4814.45
06/24/2026,BREKA BAKERY & CAFE,29.20,,4798.57
06/24/2026,TELUS PRE-AUTH PAYMENT,76.16,,4769.37
06/23/2026,AIR CAN*    0142330588236,561.10,,4693.21
06/23/2026,AIR CAN*    0144110583467,69.60,,4132.11
06/23/2026,AIR CAN*    0144110583468,39.00,,4062.51
06/23/2026,AMERICAN AI 0010651293585,38.00,,4023.51
06/23/2026,AMERICAN AI 0012354130433,530.77,,3985.51
06/23/2026,ROGERS ******4930,101.67,,3454.74
06/23/2026,PAYMENT - THANK YOU,,500.00,3353.07
06/22/2026,PETSMART INC. 2411,12.32,,3853.07
06/22/2026,APPLE.COM/BILL,35.82,,3840.75
06/22/2026,DOLLARAMA #1010,24.34,,3804.93
